###Input_File	Marker	keep_Audio	Start_formatiert	Ende_formatiert	Start_(sek.)	Ende_(sek.)	Länge_(sek.)	Beschreibung	Ort	Lokation	DateTime	AddToStart	1.0
aaa_IMG_0758.jpg		no	0:00	0:05	0.000	5.000	5.000	Bergisches Land und Bretagne 2012	Landunvez	Tremazan	30.10.12 (Di) 15:15		
IMG_0366.jpg		no	0:05	0:10	5.000	10.000	5.000	Bergisches Land und Bretagne 2012	Hückeswagen	Zentrum	21.10.12 (So) 13:13		
IMG_0369.jpg		no	0:10	0:15	10.000	15.000	5.000	Bergisches Land und Bretagne 2012	Hückeswagen	Zentrum	21.10.12 (So) 13:25		
IMG_0373.jpg		no	0:15	0:20	15.000	20.000	5.000	Bergisches Land und Bretagne 2012	Hückeswagen	Zentrum	21.10.12 (So) 13:28		
IMG_0380.jpg		no	0:20	0:25	20.000	25.000	5.000	Bergisches Land und Bretagne 2012	Remscheid	Wuppertalsperre	21.10.12 (So) 17:40		
IMG_0382.jpg		no	0:25	0:30	25.000	30.000	5.000	Bergisches Land und Bretagne 2012	Remscheid	Wuppertalsperre	21.10.12 (So) 17:43		
IMG_0384.jpg		no	0:30	0:35	30.000	35.000	5.000	Bergisches Land und Bretagne 2012	Remscheid	Wuppertalsperre	21.10.12 (So) 17:48		
IMG_0392.jpg		no	0:35	0:40	35.000	40.000	5.000	Bergisches Land und Bretagne 2012	Remscheid	Wuppertalsperre	21.10.12 (So) 18:00		
IMG_0397.jpg		no	0:40	0:45	40.000	45.000	5.000	Bergisches Land und Bretagne 2012	Remscheid	Wuppertalsperre	22.10.12 (Mo) 7:51		
IMG_0403.jpg		no	0:45	0:50	45.000	50.000	5.000	Bergisches Land und Bretagne 2012	Remscheid	Büchen	22.10.12 (Mo) 10:38		
IMG_0412.jpg		no	0:50	0:55	50.000	55.000	5.000	Bergisches Land und Bretagne 2012	Odenthal	Neschen	22.10.12 (Mo) 14:53		
IMG_0429.jpg		no	0:55	1:00	55.000	60.000	5.000	Bergisches Land und Bretagne 2012	Odenthal	Neschen	22.10.12 (Mo) 15:20		
IMG_0448.jpg		no	1:00	1:05	60.000	65.000	5.000	Bergisches Land und Bretagne 2012	Odenthal	Neschen	22.10.12 (Mo) 15:23		
IMG_0460.jpg		no	1:05	1:10	65.000	70.000	5.000	Bergisches Land und Bretagne 2012	Odenthal	Neschen	22.10.12 (Mo) 15:23		
IMG_0462.jpg		no	1:10	1:15	70.000	75.000	5.000	Bergisches Land und Bretagne 2012	Odenthal	Neschen	22.10.12 (Mo) 15:23		
IMG_0473.jpg		no	1:15	1:20	75.000	80.000	5.000	Bergisches Land und Bretagne 2012	Odenthal	Neschen	22.10.12 (Mo) 15:24		
IMG_0481.jpg		no	1:20	1:25	80.000	85.000	5.000	Bergisches Land und Bretagne 2012	Odenthal	Neschen	22.10.12 (Mo) 15:27		
IMG_0482.jpg		no	1:25	1:30	85.000	90.000	5.000	Bergisches Land und Bretagne 2012	Odenthal	Neschen	22.10.12 (Mo) 15:29		
IMG_0492.jpg		no	1:30	1:35	90.000	95.000	5.000	Bergisches Land und Bretagne 2012	Odenthal	Neschen	22.10.12 (Mo) 15:38		
IMG_0499.jpg		no	1:35	1:40	95.000	100.000	5.000	Bergisches Land und Bretagne 2012	Odenthal	Altenberg	22.10.12 (Mo) 16:00		
IMG_0508.jpg		no	1:40	1:45	100.000	105.000	5.000	Bergisches Land und Bretagne 2012	Odenthal	Altenberg	22.10.12 (Mo) 16:20		
IMG_0519.jpg		no	1:45	1:50	105.000	110.000	5.000	Bergisches Land und Bretagne 2012	Odenthal	Altenberg	22.10.12 (Mo) 16:23		
IMG_0520.jpg		no	1:50	1:55	110.000	115.000	5.000	Bergisches Land und Bretagne 2012	Odenthal	Altenberg	22.10.12 (Mo) 16:23		
IMG_0523.jpg		no	1:55	2:00	115.000	120.000	5.000	Bergisches Land und Bretagne 2012	Odenthal	Altenberg	22.10.12 (Mo) 16:25		
IMG_0525.jpg		no	2:00	2:05	120.000	125.000	5.000	Bergisches Land und Bretagne 2012	Odenthal	Altenberg	22.10.12 (Mo) 16:26		
IMG_0529.jpg		no	2:05	2:10	125.000	130.000	5.000	Bergisches Land und Bretagne 2012	Odenthal	Altenberg	22.10.12 (Mo) 16:28		
IMG_0530.jpg		no	2:10	2:15	130.000	135.000	5.000	Bergisches Land und Bretagne 2012	Odenthal	Altenberg	22.10.12 (Mo) 16:28		
IMG_0536.jpg		no	2:15	2:20	135.000	140.000	5.000	Bergisches Land und Bretagne 2012	Odenthal	Altenberg	22.10.12 (Mo) 16:34		
